7,'AAAA','AGAR'
7,'AAACK','ADAMWADI'
7,'AAADAL','AHAMADPUR'
7,'AAAFTJP','ADAGAON FATA'
7,'AAAJGUJ','AMABAJI'
7,'AAALAGED','APAPALLI'
7,'AAALVNS','ARAWALI HOSPITAL'
7,'AAAPS','ANAWALE'
7,'AAARR','ARAWALI SCHOOL'
7,'AAAWAP','AWASARI'
7,'AABBK','ANAF BUDRUK'
7,'AABP','ARAL'
7,'AAD','AAD'
7,'AADA','AADA'
7,'AADENN','ANDHERI'
7,'AADEWD','ASALADE WADI'
7,'AADJJ','ALAND'
7,'AADNK','ALANDI DAM FATA / GRAM OFFICE'
7,'AADOHW','ALAMDOH'
7,'AADWMLS','ANANDWAHAL'
7,'AAEGAR','AVARE KHOPAT'
7,'AAEJT','AKARE'
7,'AAESGR','ASAVE'
7,'AAGAAB','AVASGAON'
7,'AAGAJBL','ASALGAON'
7,'AAGG','AASGAON'
7,'AAGO','AGADGAON'
7,'AAHDSD','AKHADE'
7,'AAHEND','ASHTE'
7,'AAHIVT','AGASHI'
7,'AAHMDR','AWASHI FATA'
7,'AAHS','ARATHI'
7,'AAIAOO','ARANI GAON'
7,'AAIMLS','ADARI'
7,'AAIODO','ARANI X RD.'
7,'AAIPS','ARATI'
7,'AAISD','AMALI'
7,'AAISR','ARAWI'
7,'AAJGK','ASALAJ CANTEEN'
7,'AAJNNN','ANJANARI'
7,'AAKBK','ANAF KHURD'
7,'AAKHNPA','AGASKHAND'
7,'AAKIDA','AAKI'
7,'AAKSN','AGASKHIND'
7,'AALECIR','AAKALE HIGH SCHOOL'
7,'AALIBD','AWALI BUDRUK'
7,'AALISC','ARAVALI SCHOOL'
7,'AALISE','ANKALI SOCIETY'
7,'AAMBEPN','AAMBE'
7,'AANDWD','ANAND WADI'
7,'AANIFT','AYANI FATA'
7,'AARLADPR','ANJARLA RAM MANDIR'
7,'AAS','ANGAVALI ANERA SHOP'
7,'AASAAHW','AJANSARA'
7,'AASIMNRT','AWASHI'
7,'AATAGN','AJANTA GAON'
7,'AATASA','AJANTA'
7,'AAVGK','AGALAVE HOUSE'
7,'AAVKRPRA','AGAVEKARVADI'
7,'AAVL','ADIVALI'
7,'AAVNDPGR','AVANDHE'
7,'AAWAGP','ANADWADI'
7,'AAWDOR','AGARWAYGANI'
7,'AAWLVUSH','ARAWALI'
7,'AAWY','ABAI'
7,'ABA','AMBAVALI BUDRUK FATA'
7,'ABAASARA','AMBAVALI BRAHMANWADI'
7,'ABAGK','AMBEWADI'
7,'ABAMNPR','AMBAGAON'
7,'ABAMR','AMBVADE FATA'
7,'ABARK','AMBABAI MANDIR'
7,'ABASS','AMBVADE'
7,'ABATCIR','AMABAT KHOL FATA'
7,'ABD','AMBAD'
7,'ABDADD','AMBODA'
7,'ABDBP','AMBADGAON'
7,'ABDKR','ABHYUDAY BANK KANJUR'
7,'ABDKRMR','AMBEDKAR COLLEGE'
7,'ABDMS','AMBAD'
7,'ABDNN','AMBADA'
7,'ABDP','AMBADI FATA'
7,'ABDSGR','AMBED KHURD'
7,'ABDSS','AMBEDARE'
7,'ABDV','AMBAVADE'
7,'ABECK','ALBADEVI'
7,'ABEWDMR','AMBREWADI FATA'
7,'ABF','ANJARLE BRIDGE FATA'
7,'ABGANJJ','AMBEGAON'
7,'ABGANMP','AMBEGAON'
7,'ABGFTPP','AMBEGAON FATA'
7,'ABHBP','AMBE GHAR'
7,'ABHMSAR','AMBE DHUMALA / BHOJDARI FATA'
7,'ABHNA','ABHONA'
7,'ABI','AMBI'
7,'ABJ','AMBAJOGAI'
7,'ABJAAOO','AMBEJAWALGA'
7,'ABK','AMBAK'
7,'ABKHFT','AMBET KHOL FATA'
7,'ABKKDR','AMBEKOND'
7,'ABKP','AMBU'
7,'ABKRNR','AMBEKARWADI'
7,'ABL','ABLOLI'
7,'ABLDOR','AMBOLI'
7,'ABLJP','AMBOLI'
7,'ABLPS','AMBALE'
7,'ABLWPB','AMBELWADI'
7,'ABNWD','AMBET NAVI WADI'
7,'ABODMJ','AMBHODA'
7,'ABORBB','AMBHORA'
7,'ABORNK','AMBOLI OCTROI NAKA'
7,'ABPT','AMBET FATA'
7,'ABQ','AMBA'
7,'ABRIDOS','AMBERI SOUNDALE TITHA'
7,'ABRISC','AMBERI SCHOOL'
7,'ABROCOL','AMBRO COLLEGE'
7,'ABRWJPR','AMBARWADI'
7,'ABTAKP','AMBETHAN CHOWK'
7,'ABTAMR','AMBET FATA'
7,'ABTGN','ABITGAON'
7,'ABTKODR','AMBETKHOL'
7,'ABTKP','AMBET'
7,'ABTMDR','AMBET'
7,'ABVALI','AMBAVALI'
7,'ABVDPJ','AMBEVADGAON'
7,'ABVGAR','AMBAVNE'
7,'ABVKDR','AMBAVE DHARAMSCHOOL'
7,'ABWAEDB','AMBEWADEGAON'
7,'ABWAIMR','AMBAWALI FATA'
7,'ABWAIOO','AMBEWADI'
7,'ABWDMDRD','AMBAWDE'
7,'ABWDMR','AMBAWDE FATA'
7,'AC','AIROLI CIRCLE'
7,'ACH','AACHARA LINGDAAL'
7,'ACHB','ACHAREKAR BAG'
7,'ACHOLVT','ACHOLE'
7,'ACLPR','ACHALPUR'
7,'ACPN','ALVACHI PHANDI'
7,'ACPR','ACHARAPAR'
7,'ACR','ASHTA CROSS RD.'
7,'ACRA','ACHARA'
7,'ACTH','ACHARA TITA'
7,'ACV','AJANTA CAVES'
7,'ACWD','ACHIRNE WAD'
7,'AD','ADGAON DEOLA'
7,'ADAAPB','AUDHA NAGNATH'
7,'ADAJAN','ADAJAN'
7,'ADALMBA','ANDHALGAON'
7,'ADAOHH','AEDGAON'
7,'ADAON','ADHALGAON'
7,'ADAP','ADILABAD'
7,'ADAPPP','ANDHAPURI'
7,'ADAPRYY','ARDHAPUR'
7,'ADASNK(AADWADI ','LAST)'
7,'ADAUR','AMADAPUR'
7,'ADB','AMBADI'
7,'ADBD','AMBADI BUDRUK'
7,'ADBG','ASUD BAG'
7,'ADBK','AHMEDNAGAR DIST. BORDER'
7,'ADBSP','AMDABAD FATA'
7,'ADCL','AHMEDNAGAR COLLEGE'
7,'ADCW','AMBEDKAR CHOWK'
7,'ADD','ADD'
7,'ADDLI','ADAUDALI'
7,'ADEFT','ADE FATA'
7,'ADELI','ADELI'
7,'ADEQ','ADE'
7,'ADEQBKL','ADE'
7,'ADESGR','ANDHERI'
7,'ADF','ANELINE DY STUF'
7,'ADFT','ADUR FATA'
7,'ADGAON','ADGAON'
7,'ADGN','ADGAON'
7,'ADGNCJ','ADGAON'
